step,split,ce,cert,top1,top5,cell_err_m,pose_nll,pose_err_m,n,sec
5895,train,4.1507,4.4847,0.0259,0.1865,11.71,4.1034,11.18,193,3.5
5896,train,4.1491,4.6597,0.0155,0.1237,14.82,3.9050,20.00,194,1.6
5897,train,3.6666,5.2285,0.0412,0.1804,20.96,2.7100,5.00,194,4.0
5898,train,3.4204,3.9981,0.0000,0.1289,27.44,3.1479,30.41,194,3.0
5899,train,3.4332,4.6100,0.1031,0.3041,9.09,2.4167,5.66,194,1.1
5900,train,4.5997,4.3694,0.0000,0.0000,42.06,3.9298,36.00,189,5.0
5901,train,4.3372,5.9855,0.0206,0.0979,11.67,4.1105,6.71,194,1.7
5902,train,3.8072,5.6039,0.0207,0.1244,18.51,3.7620,20.40,193,2.3
5903,train,3.3491,5.1462,0.0825,0.3402,10.02,2.4723,0.00,194,2.8
5904,train,nan,0.0745,nan,nan,nan,0.0000,nan,0,1.6
5905,train,3.2024,4.1649,0.1042,0.4062,14.67,2.7145,6.00,192,2.1
5906,train,3.8070,4.1707,0.0674,0.2694,13.80,2.8659,12.00,193,4.6
5907,train,nan,0.0590,nan,nan,nan,0.0000,nan,0,2.5
5908,train,4.4676,5.8404,0.0000,0.0000,54.41,3.6336,50.99,192,3.2
5909,train,4.3445,6.4107,0.0207,0.1399,8.81,4.6394,9.49,193,1.8
5910,train,nan,0.0398,nan,nan,nan,0.0000,nan,0,1.9
5911,train,4.2596,6.5003,0.0052,0.1347,23.80,4.0072,24.74,193,5.6
5912,train,4.1716,4.3148,0.0567,0.1907,21.76,4.0315,15.81,194,3.6
5913,train,3.5856,5.2707,0.0415,0.2228,13.65,3.9018,8.94,193,1.5
5914,train,5.0495,6.6423,0.0000,0.0674,20.40,4.8298,15.30,193,1.2
5915,train,nan,0.0632,nan,nan,nan,0.0000,nan,0,2.2
5916,train,3.7265,5.3514,0.0208,0.1510,13.40,3.1154,12.00,192,1.5
5917,train,4.3882,5.3059,0.0000,0.0415,15.80,4.6656,18.25,193,1.3
5918,train,4.4370,5.8430,0.0103,0.0722,18.26,4.3971,21.00,194,1.2
5919,train,4.8458,4.9548,0.0000,0.0000,51.16,4.7489,46.10,194,3.8
5920,train,4.7435,5.9323,0.0000,0.0206,20.17,4.3312,12.00,194,1.3
5921,train,4.1125,4.5788,0.0260,0.1719,8.70,3.0729,6.00,192,0.9
5922,train,3.8175,4.8050,0.0207,0.1192,21.75,3.4695,6.00,193,2.5
5923,train,3.4977,4.0085,0.0773,0.2732,16.71,2.4686,0.00,194,5.0
5924,train,3.2817,4.2022,0.0259,0.2124,20.66,3.2903,30.00,193,4.4
5925,train,4.1750,4.3952,0.0000,0.0000,41.45,3.4879,44.18,192,2.4
5926,train,4.0899,5.1969,0.0412,0.1753,11.78,4.1460,12.37,194,1.3
5927,train,3.4795,3.5800,0.0773,0.2526,17.80,2.7013,11.18,194,1.9
5928,train,5.0438,4.4269,0.0000,0.0000,60.52,4.7255,58.52,193,3.1
5929,train,4.6024,5.1714,0.0000,0.0000,72.22,5.1763,83.22,194,2.6
5930,train,nan,0.1193,nan,nan,nan,0.0000,nan,0,1.6
5931,train,3.6394,4.1575,0.0573,0.2604,12.08,2.5413,4.00,192,2.5
5932,train,5.0510,4.7863,0.0000,0.0000,42.85,4.4538,46.10,194,1.9
5933,train,3.7754,3.6130,0.0206,0.1546,16.31,3.4674,30.41,194,3.4
5934,train,3.5148,4.6179,0.0567,0.2835,7.99,3.1720,6.00,194,1.6
5935,train,nan,0.1781,nan,nan,nan,0.0000,nan,0,3.6
5936,train,3.9546,4.5290,0.0361,0.1392,15.19,3.3427,8.00,194,1.4
5937,train,3.7492,4.0700,0.0309,0.1392,19.24,3.1327,36.00,194,1.1
5938,train,4.2153,5.2144,0.0103,0.0361,18.20,3.1779,4.24,194,1.6
5939,train,4.2819,4.2344,0.0052,0.1031,20.67,4.2142,24.74,194,5.4
5940,train,4.8385,5.2595,0.0052,0.0415,21.24,5.6409,29.12,193,1.5
5941,train,3.4060,3.5439,0.0619,0.3299,15.42,2.7794,12.00,194,2.5
5942,train,4.6480,4.9493,0.0104,0.0622,13.96,4.2890,16.16,193,0.9
5943,train,3.8441,4.4631,0.0361,0.1804,12.29,3.5236,3.00,194,1.5
5944,train,4.5792,4.8861,0.0000,0.0000,46.58,3.4120,8.49,193,4.7
5945,train,3.5609,1.6533,0.0521,0.2031,22.03,3.2793,13.42,192,4.5
5946,train,4.1454,3.3948,0.0258,0.1134,8.75,3.0275,3.00,194,0.9
5947,train,4.9179,3.7969,0.0000,0.0000,53.85,4.9013,43.27,193,4.6
5948,train,3.8295,3.3944,0.0258,0.1340,15.25,3.3927,8.94,194,1.7
5949,train,3.5142,4.4490,0.0928,0.3196,8.08,3.2912,4.24,194,1.7
5950,train,3.1114,3.2916,0.1192,0.4404,10.83,2.5451,0.00,193,4.4
5951,train,3.6906,3.1378,0.0311,0.1140,23.65,3.2801,18.00,193,3.8
5952,train,3.5716,3.2182,0.0000,0.0052,47.31,2.7693,53.15,194,1.9
5953,train,4.4060,3.7950,0.0104,0.0518,17.75,3.3389,4.00,193,2.3
5954,train,4.2141,5.3672,0.0208,0.1250,13.41,3.5125,24.19,192,1.3
5955,train,3.7548,4.0329,0.0412,0.2423,11.14,3.4328,12.65,194,1.1
5956,train,4.8494,5.4348,0.0000,0.0000,28.01,4.0592,9.00,193,1.3
5957,train,3.3008,4.0592,0.0825,0.4227,12.36,2.2622,5.00,194,3.6
5958,train,4.3123,3.7287,0.0000,0.0309,14.03,4.7630,15.81,194,3.8
5959,train,3.9287,5.4487,0.0104,0.1244,10.53,3.9049,6.71,193,1.2
5960,train,3.9444,4.1643,0.0309,0.1959,9.78,3.7663,15.30,194,1.8
5961,train,3.9024,4.3098,0.0311,0.1554,10.73,3.8832,9.49,193,1.6
5962,train,nan,0.1348,nan,nan,nan,0.0000,nan,0,2.2
5963,train,4.3961,5.7064,0.0052,0.0881,13.79,3.5726,3.00,193,1.4
5964,train,3.7930,4.8546,0.0052,0.0262,32.65,4.4728,28.00,191,1.8
5965,train,4.4585,4.2043,0.0000,0.0052,41.00,4.8289,59.09,194,2.1
5966,train,4.0104,4.1432,0.0000,0.0876,22.28,3.3411,10.00,194,3.2
5967,train,3.5046,4.7411,0.0464,0.2680,10.24,2.6082,3.00,194,1.2
5968,train,3.6759,4.0589,0.0103,0.0567,32.80,3.6338,40.31,194,3.1
5969,train,3.7738,4.4024,0.0412,0.1959,9.42,2.1762,0.00,194,1.8
5970,train,3.4101,2.6377,0.0521,0.2396,12.96,2.9587,7.07,192,2.5
5971,train,4.4694,4.6704,0.0256,0.0872,21.94,2.6399,4.00,195,2.6
5972,train,3.8671,5.0966,0.0103,0.1392,9.90,3.0566,4.24,194,1.3
5973,train,4.1216,4.0683,0.0000,0.0052,22.02,4.0210,20.00,193,2.8
5974,train,4.7355,4.2190,0.0000,0.0000,84.21,3.9284,89.20,192,4.8
5975,train,3.9127,4.5056,0.0000,0.0103,34.43,3.8111,41.23,194,4.0
5976,train,3.6941,4.1089,0.0412,0.1701,13.37,3.5448,24.33,194,2.7
5977,train,4.8401,4.9933,0.0052,0.0103,23.22,3.3628,30.59,194,1.3
5978,train,8.0756,5.1042,0.0000,0.0000,26.63,10.4487,21.63,194,1.2
5979,train,nan,0.1568,nan,nan,nan,0.0000,nan,0,1.9
5980,train,3.5900,5.3890,0.0258,0.1959,12.71,2.6610,0.00,194,1.3
5981,train,4.0532,4.6424,0.0206,0.1237,11.15,2.8370,21.21,194,1.6
5982,train,3.5371,3.9635,0.0155,0.0464,33.21,4.1194,30.41,194,4.1
5983,train,4.2875,4.5842,0.0415,0.1399,11.94,3.7470,8.94,193,1.5
5984,train,4.7427,4.1990,0.0000,0.0000,38.55,3.7538,24.74,194,5.5
5985,train,5.1565,4.6642,0.0000,0.0052,18.84,5.7356,28.46,191,1.2
5986,train,4.3255,3.8006,0.0052,0.0155,30.63,4.4909,40.31,194,3.1
5987,train,3.6921,3.6448,0.0258,0.1340,17.84,2.7399,5.00,194,3.4
5988,train,3.6093,3.7086,0.1186,0.3454,9.55,3.3623,5.66,194,2.7
5989,train,4.8190,3.5030,0.0207,0.1451,12.96,3.6196,9.49,193,1.5
5990,train,3.6369,2.1553,0.0437,0.2688,9.09,2.6260,3.00,160,1.0
5991,train,3.7492,2.8621,0.0052,0.1031,23.72,3.9054,12.00,194,4.4
5992,train,5.5536,3.1429,0.0000,0.0052,24.17,4.2790,18.97,193,1.8
5993,train,3.6482,2.4218,0.0361,0.1701,14.22,3.2542,18.00,194,4.2
5994,train,3.9378,3.2023,0.0000,0.0412,21.89,3.3937,32.25,194,2.4
5995,train,4.0220,2.4920,0.0155,0.1134,15.47,3.8050,12.65,194,2.4
5996,train,3.8744,3.5874,0.0518,0.2539,8.63,3.6019,5.66,193,1.8
5997,train,4.5604,4.0159,0.0000,0.0156,19.96,4.7569,12.37,192,1.2
5998,train,5.1798,4.0550,0.0000,0.0000,52.38,4.4741,35.36,194,2.9
5999,train,4.6070,2.9797,0.0103,0.0979,18.11,4.5540,9.49,194,2.0
6000,train,5.7914,3.2586,0.0000,0.0000,13.99,5.2877,10.82,194,0.9
6000,val,4.1598,,0.0371,0.1614,17.17,4.0567,16.53,6827,50.0
6001,train,3.7565,3.4251,0.0515,0.2474,10.81,3.0973,5.00,194,3.0
6002,train,5.2992,3.4185,0.0000,0.0000,28.45,5.3516,31.89,194,1.9
6003,train,nan,0.3238,nan,nan,nan,0.0000,nan,0,3.8
6004,train,3.5802,2.9231,0.0722,0.3351,10.85,2.9950,5.66,194,1.5
6005,train,3.6206,2.1863,0.0570,0.2332,18.91,3.7582,24.74,193,4.4
6006,train,4.0635,2.1218,0.0052,0.0258,43.80,4.6677,43.68,194,4.8
6007,train,3.9876,3.0354,0.0464,0.1907,15.02,3.1058,5.00,194,3.4
6008,train,nan,0.3164,nan,nan,nan,0.0000,nan,0,1.1
6009,train,3.5847,2.1546,0.0206,0.2010,13.50,3.0365,5.00,194,1.9
6010,train,4.6276,1.6822,0.0155,0.0412,18.77,5.1234,16.97,194,4.6
6011,train,3.2981,2.0477,0.0722,0.3660,11.93,2.9251,5.00,194,3.1
6012,train,nan,0.6640,nan,nan,nan,0.0000,nan,0,2.4
6013,train,nan,0.6477,nan,nan,nan,0.0000,nan,0,4.7
6014,train,4.5746,2.8893,0.0513,0.1949,14.80,4.3875,18.97,195,2.5
6015,train,4.9440,2.1467,0.0155,0.0670,13.76,4.9603,6.00,194,1.5
6016,train,3.9520,2.5153,0.0206,0.0876,17.91,4.4729,18.97,194,4.3
6017,train,3.8334,2.2834,0.0258,0.1495,20.01,4.4382,32.31,194,4.6
6018,train,4.9037,2.0771,0.0000,0.0000,52.45,4.7379,47.43,193,2.9
6019,train,4.1975,2.4405,0.0361,0.1134,9.42,3.1164,3.00,194,1.8
6020,train,4.5756,2.9484,0.0000,0.0206,17.59,5.0080,8.49,194,1.4
6021,train,nan,0.7109,nan,nan,nan,0.0000,nan,0,5.6
6022,train,5.2027,2.3673,0.0052,0.0258,17.14,5.7086,13.42,194,1.5
6023,train,3.7240,2.8134,0.0260,0.2656,9.29,2.8933,3.00,192,2.0
6024,train,nan,0.3476,nan,nan,nan,0.0000,nan,0,3.2
6025,train,4.4329,2.2233,0.0258,0.0773,24.22,3.7615,16.97,194,5.5
6026,train,3.7598,2.1208,0.0309,0.2216,14.01,3.4414,5.00,194,1.9
6027,train,5.6968,1.1622,0.0000,0.0052,29.62,4.9424,30.00,193,3.4
6028,train,3.3898,1.9096,0.0674,0.4301,12.58,3.4241,12.00,193,5.4
6029,train,4.2219,1.9880,0.0000,0.0000,62.01,3.6717,65.00,193,2.9
6030,train,3.9422,1.9562,0.0361,0.1598,11.00,3.2878,8.00,194,1.5
6031,train,nan,0.7212,nan,nan,nan,0.0000,nan,0,2.2
6032,train,3.8809,1.9396,0.0825,0.2629,22.01,3.9331,24.00,194,4.1
6033,train,nan,0.5906,nan,nan,nan,0.0000,nan,0,3.2
6034,train,nan,0.4103,nan,nan,nan,0.0000,nan,0,2.6
6035,train,4.1162,2.1382,0.0155,0.0725,38.84,4.5781,35.36,193,1.9
6036,train,3.8140,2.7664,0.0573,0.3073,11.95,4.0548,8.00,192,1.5
6037,train,nan,0.3669,nan,nan,nan,0.0000,nan,0,1.4
6038,train,nan,0.5043,nan,nan,nan,0.0000,nan,0,2.3
6039,train,4.2992,2.5229,0.0000,0.0155,23.50,3.8773,13.42,193,3.9
6040,train,4.0363,3.5080,0.0206,0.1031,10.65,3.0895,4.24,194,2.0
6041,train,3.5051,2.1391,0.0000,0.0363,28.71,3.5041,30.59,193,2.1
6042,train,4.0775,3.5414,0.0000,0.0361,34.64,3.8153,18.97,194,4.8
6043,train,3.8154,2.5424,0.0677,0.2500,20.73,3.7043,18.00,192,4.6
6044,train,4.7400,4.0050,0.0052,0.0104,22.61,5.2842,18.00,193,1.3
6045,train,5.2976,3.2895,0.0000,0.0000,41.95,6.4984,40.25,192,2.6
6046,train,nan,0.2710,nan,nan,nan,0.0000,nan,0,1.7
6047,train,3.9354,3.4103,0.0311,0.1762,20.02,3.0749,5.66,193,2.3
6048,train,nan,0.1943,nan,nan,nan,0.0000,nan,0,3.9
6049,train,4.2011,2.3593,0.0000,0.0000,38.95,3.7119,40.00,194,3.7
6050,train,3.4068,3.0050,0.0464,0.2113,18.20,3.0985,6.00,194,4.4
6051,train,3.9097,2.4541,0.0206,0.1237,15.74,4.1292,20.00,194,1.1
6052,train,nan,0.2708,nan,nan,nan,0.0000,nan,0,1.9
6053,train,3.5952,2.1490,0.0781,0.2969,10.49,2.9804,0.00,192,2.6
6054,train,3.6790,3.1131,0.0000,0.0155,37.85,3.6089,35.00,194,3.6
6055,train,4.1859,3.2523,0.0311,0.1295,9.77,4.0308,9.49,193,2.0
6056,train,nan,0.4200,nan,nan,nan,0.0000,nan,0,4.1
6057,train,nan,0.2821,nan,nan,nan,0.0000,nan,0,1.9
6058,train,nan,0.1603,nan,nan,nan,0.0000,nan,0,3.0
6059,train,4.5104,4.7681,0.0155,0.0979,28.23,4.0514,9.00,194,2.0
6060,train,3.7398,2.9136,0.0206,0.1392,30.73,3.8763,24.74,194,2.1
6061,train,3.8622,3.8244,0.0876,0.2423,12.20,2.6926,6.00,194,4.9
6062,train,nan,0.1792,nan,nan,nan,0.0000,nan,0,3.0
6063,train,4.8893,4.4450,0.0000,0.0000,28.32,4.7410,44.72,192,1.5
6064,train,4.5063,3.9985,0.0000,0.0000,33.88,3.1578,30.15,194,1.7
6065,train,3.1836,3.8447,0.1082,0.4227,12.46,2.8348,5.00,194,3.2
6066,train,4.0654,3.9810,0.0258,0.1546,9.20,3.6241,9.49,194,2.0
6067,train,3.8991,2.8156,0.0000,0.0052,34.27,4.0210,35.36,194,3.5
6068,train,nan,0.2385,nan,nan,nan,0.0000,nan,0,1.2
6069,train,3.2411,4.4322,0.1399,0.5596,6.69,2.4479,0.00,193,1.5
6070,train,3.6182,4.0473,0.0725,0.3161,9.71,2.8772,8.00,193,2.2
6071,train,4.0866,3.8890,0.0361,0.1186,25.21,3.9677,22.36,194,3.7
6072,train,4.9947,4.9445,0.0000,0.0000,59.87,4.7118,45.69,194,2.5
6073,train,3.9104,4.2202,0.0415,0.2435,12.05,3.7221,4.00,193,2.0
6074,train,3.6790,4.0947,0.0258,0.1392,39.75,3.2548,72.25,194,2.5
6075,train,3.6621,2.7789,0.0984,0.3627,23.69,3.4311,13.42,193,3.7
6076,train,3.9709,4.2058,0.0412,0.1495,11.32,3.5253,5.66,194,1.5
6077,train,3.3154,3.8345,0.0825,0.3866,10.34,2.9118,4.00,194,2.9
6078,train,3.5966,3.3745,0.0155,0.1140,23.69,2.9964,24.74,193,3.5
6079,train,4.5671,3.8012,0.0052,0.0155,36.27,4.9053,40.79,194,2.4
6080,train,4.8028,3.0445,0.0000,0.0000,38.89,5.1319,53.85,194,4.0
6081,train,4.2323,5.1116,0.0000,0.0103,32.97,4.5764,44.72,194,1.1
6082,train,3.5487,2.5611,0.0309,0.2216,13.64,2.4468,5.00,194,3.6
6083,train,4.0517,4.5981,0.0309,0.1134,17.55,3.8578,20.40,194,1.9
6084,train,3.6770,5.1642,0.0567,0.2938,9.40,2.8963,8.00,194,2.9
6085,train,3.9182,5.8379,0.0515,0.2113,9.53,3.5664,12.00,194,2.0
6086,train,4.7639,3.3128,0.0000,0.0052,22.07,5.0273,25.50,194,1.9
6087,train,3.7893,4.4469,0.0155,0.1710,10.15,2.9459,3.00,193,1.7
6088,train,3.8827,3.5862,0.0412,0.1495,11.96,3.1492,9.00,194,1.8
6089,train,4.9131,3.4305,0.0000,0.0309,41.87,5.0407,24.74,194,4.3
6090,train,3.4052,3.5373,0.0259,0.1295,28.93,2.6628,42.43,193,5.5
6091,train,3.3708,3.5030,0.0570,0.2539,18.97,3.7520,25.50,193,3.9
6092,train,3.2407,3.8031,0.0781,0.4062,12.13,3.1723,5.66,192,2.1
6093,train,4.3560,4.8339,0.0000,0.0000,45.31,4.6865,24.00,194,2.5
6094,train,4.3764,4.1812,0.0000,0.0363,25.39,3.5467,18.00,193,2.5
6095,train,4.5418,5.1663,0.0052,0.0155,19.57,4.4086,7.07,193,2.0
6096,train,nan,0.1334,nan,nan,nan,0.0000,nan,0,2.7
6097,train,4.4775,4.7520,0.0000,0.0103,39.41,4.1440,30.59,194,2.5
6098,train,3.8978,4.4829,0.0052,0.0670,17.69,3.2100,15.00,194,3.1
6099,train,nan,0.3015,nan,nan,nan,0.0000,nan,0,1.5
6100,train,4.0043,4.3627,0.0000,0.0052,30.68,4.0363,40.20,194,2.2
6101,train,3.7739,3.2269,0.0415,0.2383,13.98,3.5818,8.49,193,2.5
6102,train,4.3960,4.5184,0.0000,0.0000,71.74,3.7246,77.62,194,3.9
6103,train,4.2319,5.0951,0.0052,0.0365,92.78,4.3180,136.82,192,4.1
6104,train,4.7949,4.4805,0.0052,0.0876,12.29,4.9863,6.00,194,2.0
6105,train,3.2897,2.9597,0.0670,0.2835,14.95,3.5533,20.00,194,3.0
6106,train,3.5556,3.0101,0.0361,0.2010,14.27,3.2438,20.40,194,2.6
6107,train,3.6556,2.4390,0.0515,0.2268,13.64,3.6812,10.00,194,1.9
6108,train,nan,0.1729,nan,nan,nan,0.0000,nan,0,2.1
6109,train,5.7747,4.2522,0.0000,0.0000,12.76,6.2449,10.82,193,0.9
6110,train,4.3004,2.0508,0.0000,0.0000,63.23,4.2390,66.27,194,5.3
6111,train,3.1266,2.7580,0.1289,0.5515,9.17,2.6401,0.00,194,3.1
6112,train,3.8737,2.5162,0.1134,0.4175,6.94,3.6157,5.66,194,2.8
6113,train,4.1216,2.5003,0.0000,0.0000,47.99,3.5903,51.61,194,4.3
6114,train,nan,0.4904,nan,nan,nan,0.0000,nan,0,1.1
6115,train,nan,0.3287,nan,nan,nan,0.0000,nan,0,3.5
6116,train,nan,0.3072,nan,nan,nan,0.0000,nan,0,3.3
6117,train,3.5034,2.2022,0.0722,0.3402,10.56,2.3993,0.00,194,3.5
6118,train,nan,0.2518,nan,nan,nan,0.0000,nan,0,1.9
6119,train,4.5610,3.5098,0.0309,0.1546,10.64,3.4889,6.71,194,1.7
6120,train,4.7658,1.7761,0.0052,0.0312,22.18,4.8269,17.89,192,2.4
6121,train,3.3620,2.1036,0.0722,0.3402,12.08,3.0688,5.00,194,2.8
6122,train,3.4496,1.5623,0.0464,0.2938,13.01,2.9548,12.00,194,4.9
6123,train,3.9096,3.3345,0.0415,0.1606,13.75,3.8670,9.00,193,1.3
6124,train,4.4457,4.1141,0.0000,0.0515,15.24,4.5934,13.42,194,1.8
6125,train,4.6743,3.3945,0.0103,0.0309,19.18,4.4498,28.28,194,1.5
6126,train,3.7611,4.0081,0.0567,0.3093,7.68,2.7794,4.00,194,1.5
6127,train,3.7054,3.2841,0.0466,0.1865,10.18,3.3045,9.00,193,1.3
6128,train,4.0193,2.9480,0.0103,0.0773,19.62,3.8984,11.18,194,3.3
6129,train,4.0650,2.7966,0.0155,0.0722,20.91,3.6946,20.40,194,2.3
6130,train,3.9259,3.0616,0.0103,0.1392,18.43,3.4414,20.62,194,3.7
6131,train,3.5042,3.8761,0.0938,0.3490,7.26,3.3883,3.00,192,1.9
6132,train,3.5857,3.4565,0.0258,0.1804,17.67,3.5007,10.00,194,4.0
6133,train,4.4318,3.6689,0.0000,0.0000,97.51,4.2439,100.00,192,1.9
6134,train,4.7990,3.4422,0.0052,0.0207,24.23,4.5979,15.30,193,1.5
6135,train,5.2219,4.9275,0.0000,0.0000,35.71,4.4839,33.94,193,2.0
6136,train,4.4568,3.5124,0.0052,0.0466,20.08,3.9291,33.14,193,2.0
6137,train,3.8745,4.8259,0.0155,0.1031,26.15,3.6236,40.20,194,1.5
6138,train,nan,0.1273,nan,nan,nan,0.0000,nan,0,2.9
6139,train,4.3327,2.7054,0.0000,0.0412,28.15,3.8938,36.00,194,5.1
6140,train,4.0073,3.8689,0.0103,0.0979,12.98,5.0161,14.42,194,1.8
6141,train,4.0661,4.3511,0.0206,0.1289,11.33,4.2214,6.71,194,0.9
6142,train,nan,0.1751,nan,nan,nan,0.0000,nan,0,1.5
6143,train,3.9223,4.6588,0.0103,0.1031,14.37,3.2376,21.21,194,1.8
6144,train,nan,0.2399,nan,nan,nan,0.0000,nan,0,3.7
6145,train,nan,0.1202,nan,nan,nan,0.0000,nan,0,3.1
6146,train,3.4232,4.7804,0.0466,0.2591,8.78,2.4525,0.00,193,2.3
6147,train,3.7690,5.4680,0.0311,0.1658,9.78,2.8827,15.30,193,1.3
6148,train,nan,0.1158,nan,nan,nan,0.0000,nan,0,1.2
6149,train,3.1121,3.7287,0.1546,0.5309,9.79,3.4872,11.18,194,1.9
6150,train,3.4721,3.4110,0.0515,0.2216,14.22,3.0994,30.41,194,3.6
6151,train,3.4909,4.5148,0.0619,0.2784,13.10,3.6438,20.00,194,3.9
6152,train,4.2945,4.2638,0.0000,0.0000,36.49,5.1283,49.24,192,1.5
6153,train,nan,0.0970,nan,nan,nan,0.0000,nan,0,3.7
6154,train,5.0116,4.8083,0.0052,0.0466,13.69,4.4902,6.00,193,1.8
6155,train,3.7881,5.4022,0.0052,0.0825,23.05,3.3619,16.49,194,2.9
6156,train,3.5555,3.9626,0.0928,0.3711,12.25,3.4431,13.42,194,2.5
6157,train,3.5937,3.5877,0.0259,0.1554,16.81,3.3652,20.00,193,1.9
6158,train,3.5616,5.0026,0.0567,0.3041,13.67,2.9747,12.00,194,2.4
6159,train,3.3606,5.2438,0.0825,0.4124,7.38,2.7900,6.00,194,1.2
6160,train,nan,0.0978,nan,nan,nan,0.0000,nan,0,1.5
6161,train,3.8160,4.6212,0.0309,0.2474,9.37,3.4211,9.49,194,1.3
6162,train,3.8549,4.9466,0.0311,0.1451,21.33,4.0271,35.36,193,3.0
6163,train,4.1870,5.0047,0.0622,0.1762,13.85,3.6077,9.49,193,1.8
6164,train,3.8278,4.9034,0.0515,0.2010,9.71,3.3284,12.37,194,1.3
6165,train,4.4722,5.2975,0.0415,0.1451,20.86,3.5328,18.97,193,2.5
6166,train,nan,0.0874,nan,nan,nan,0.0000,nan,0,4.9
6167,train,4.1983,4.0003,0.0104,0.0881,18.73,3.2257,20.40,193,2.4
6168,train,3.7161,4.4922,0.0619,0.1856,7.89,2.7352,3.00,194,1.8
6169,train,4.9782,2.4810,0.0000,0.0052,25.57,4.5307,11.18,193,3.1
6170,train,3.7622,3.6464,0.0674,0.3057,12.37,3.9844,12.00,193,2.1
6171,train,nan,0.0619,nan,nan,nan,0.0000,nan,0,2.8
6172,train,4.6947,5.6346,0.0000,0.0207,26.98,3.3852,27.17,193,1.7
6173,train,3.6568,3.5126,0.0000,0.0208,39.02,3.9021,36.50,192,4.3
6174,train,nan,0.0999,nan,nan,nan,0.0000,nan,0,1.5
6175,train,3.7502,5.5265,0.0311,0.1917,9.29,3.2149,6.71,193,2.0
6176,train,4.0685,4.4711,0.0000,0.0000,66.12,3.8897,66.27,194,5.3
6177,train,3.5300,4.2303,0.0722,0.3660,16.98,3.3061,18.00,194,4.6
6178,train,4.4801,5.2492,0.0361,0.1495,11.05,3.8858,4.24,194,1.3
6179,train,3.6820,3.5466,0.0309,0.2320,12.80,3.5296,8.00,194,1.5
6180,train,4.4025,4.4814,0.0311,0.0984,27.65,4.6157,14.42,193,1.1
6181,train,4.0875,4.3537,0.0000,0.0207,38.24,4.5581,18.97,193,5.4
6182,train,3.7030,3.8046,0.0104,0.0777,20.26,3.0212,16.49,193,2.9
6183,train,nan,0.1623,nan,nan,nan,0.0000,nan,0,3.0
6184,train,3.0488,2.2091,0.0206,0.1804,34.87,3.5799,30.00,194,5.2
6185,train,3.2917,4.0460,0.0833,0.4219,13.08,4.0769,8.49,192,4.2
6186,train,3.5781,4.4854,0.0311,0.2539,15.11,2.8306,6.00,193,2.5
6187,train,3.7018,3.5878,0.0052,0.0412,43.90,2.3287,36.00,194,5.1
6188,train,3.5634,2.6566,0.0258,0.1340,20.15,3.7614,11.18,194,3.6
6189,train,3.6214,3.2608,0.0155,0.1031,20.43,3.2483,12.65,194,2.7
6190,train,4.6297,5.3570,0.0000,0.0000,21.29,4.9390,24.00,194,1.1
6191,train,3.1788,3.3915,0.0670,0.2938,20.88,2.6927,5.00,194,1.8
6192,train,nan,0.1027,nan,nan,nan,0.0000,nan,0,1.7
6193,train,3.9624,4.5137,0.0515,0.2062,16.46,3.0253,6.00,194,5.4
6194,train,nan,0.2041,nan,nan,nan,0.0000,nan,0,1.9
6195,train,4.3814,4.5235,0.0207,0.0933,11.37,5.4253,12.37,193,1.9
6196,train,4.0420,4.4499,0.0259,0.1451,8.73,3.2121,3.00,193,1.3
6197,train,3.4379,4.6115,0.0781,0.3698,10.25,3.4281,25.50,192,1.9
6198,train,4.9347,4.9650,0.0000,0.0000,103.56,4.6059,114.63,194,4.7
6199,train,4.4657,5.4114,0.0000,0.0000,27.30,4.2100,28.28,195,1.5
6200,train,3.5385,4.9402,0.0825,0.3918,7.98,2.9503,4.00,194,1.1
6200,val,4.2041,,0.0353,0.1551,17.84,4.0591,17.82,6649,50.5
6201,train,3.8645,4.2710,0.0464,0.2113,10.95,3.7953,9.49,194,2.1
6202,train,4.4800,5.2275,0.0103,0.0567,13.12,3.7251,9.00,194,1.9
6203,train,nan,0.1129,nan,nan,nan,0.0000,nan,0,1.5
6204,train,4.4717,3.6152,0.0309,0.1443,15.99,4.4261,14.14,194,1.9
6205,train,nan,0.1764,nan,nan,nan,0.0000,nan,0,1.7
6206,train,4.1910,4.7622,0.0052,0.0515,27.57,3.7715,36.22,194,2.2
6207,train,3.3917,2.7365,0.0515,0.3557,16.35,3.3992,6.00,194,2.4
6208,train,nan,0.3985,nan,nan,nan,0.0000,nan,0,4.4
6209,train,4.0054,2.4996,0.0311,0.1710,17.29,4.1480,20.62,193,2.7
6210,train,4.8995,4.3200,0.0052,0.0104,23.68,4.1874,24.33,192,1.1
6211,train,4.5164,3.9470,0.0103,0.0515,44.90,4.4609,46.86,194,4.2
6212,train,4.6574,3.2486,0.0258,0.1237,11.43,4.7135,18.97,194,1.8
6213,train,3.9394,4.3189,0.0363,0.1295,12.72,3.3276,15.00,193,1.5
6214,train,3.6566,4.0138,0.0207,0.1244,15.38,3.5994,8.49,193,4.1
6215,train,3.5360,3.5508,0.0309,0.1856,15.93,2.7106,4.00,194,1.1
6216,train,4.3134,4.7499,0.0155,0.0207,53.05,3.7349,61.85,193,2.9
6217,train,4.2445,3.5757,0.0052,0.0206,31.53,3.2992,13.42,194,4.9
6218,train,2.8929,2.3419,0.1237,0.5412,12.31,3.5669,6.00,194,2.5
